,message,HateSpeech
15473,"Aktuelle Debatte - @AfDFraktionRLP thematisiert #Kühnert s @jusosrlp Kollektivismus-Fantasien - Titel: Soziale Marktwirtschaft statt Sozialismus! @Uwe_Junge_MdL: „ @SPDFraktionRLP hat nun die Gelegenheit, sich davon zu distanzieren!“",0
15474,"#Wohnnot: @Uwe_Junge_MdL wirft SPD vor, Wohnungen einst verschleudert zu haben. Antwort des @FM_RLP auf Anfrage der @AfDFraktionRLP zeigt: Land verkaufte 1998 Anteil an Heimstätte Rheinland-Pfalz GmbH (30,27 Prozent) mit Bestand von rund 20.600 Wohnungen für 116,5 Millionen Mark.",0
15475,Heute Reaktion im Plenum auf den schwachen Schaufensterantrag der CDU! Kooperation der LR mit ultralinken Friedensaktivisten! Nichts verstanden! https://t.co/UZfs7j2UZW,0
15476,„Häufig finden Musikveranstaltungen mit aktiver Beteiligung von Linksextremisten (...) in öffentlichen Einrichtungen statt oder werden als große Musikfestivals unter freiem Himmel durchgeführt.“ #AfDwählen  https://t.co/0aLgVz14II  https://t.co/MCpS9qa1lS,0
15477,"Messer werden jetzt verboten, Hämmer kommen dann als nächstes dran..?  Die Täter sind das Problem, nicht die Tatwerkzeuge! https://t.co/cycI1bf5BT",0
15478,Uwe Junge und Iris Nieland (AfD) zu den Klagen der Kommunen gegen das Land: Landesregierung beweist einmal mehr die Unzuverlässigkeit gegenüber ihren Kommunen! https://t.co/KeoxV5k1tB #AfD #ltrlp https://t.co/W25arOtDfB,0
15479,+++ #AfD-Kandidaten-Check zur #EUWahl: Lars Patrick #Berg (Listenplatz 4) +++  Mit @LarsPatrickBerg möchte ein Gründungsmitglied des Landesverbands Baden-Württemberg ins #EP2019 einziehen. Lernen Sie unseren Kandidaten im Video kennen.  #Europawahl2019  🎬 https://t.co/9UtaxPptL9 https://t.co/Gc2yNre3tJ,0
15480,"Sohn von Israels Premier #Netanjahu zu Außenminister #Maas (SPD):     „Es wäre schön, wenn Sie mal aufhören würden, sich in unsere internen Angelegenheiten einzumischen &amp; hunderte linksradikale NGO's in #Israel zu finanzieren, die unsere Zerstörung wollen.'    https://t.co/VCkSZ0zNFW",0
15481,Krankes Land! https://t.co/PdprixVVqN,0
15482,Der Mann ist Aussenminister! Reisen bildet und gelegentlich ist ein Erkenntnisgewinn dabei!🙄 https://t.co/Frk5v27hFM,0
15483,"Pressegespäch bei der @AfDFraktionRLP mit @Uwe_Junge_MdL, @JoachimPaul_AfD, Dr. Bollinger und Michael Frisch zu den Themen: Meisterausbildung kostenfrei stellen, Moratorium für Kommunalreformen, Sozialer Marktwirtschaft statt Sozialismus und #Messer in der PKS. https://t.co/Rgl734Xc6b",0
15484,Nehme erstmals eine #Muslima als TV- Reporterin im #ÖRR bei #Frontal21 wahr! Aber eine #Islamisierung Deutschlands findet nicht statt? Es ist soweit! #AfDwählen https://t.co/TaCd0PHJ4Z,1
15485,"Nachdem ich bereits im März gefordert habe, dass #Tatwerkzeug 'Messer' in die #PKS aufzunehmen, kommt nun auch der #Innenminister #Leventz auf die Idee! Manche brauchen eben länger!🤔 https://t.co/doblSenQRv",0
15486,"Klasse, die Dame - in jeder Hinsicht!😉 https://t.co/5ExwrwS3xR",0
15487,Vorbereitung auf die nächste Koalition! https://t.co/AL3WALGXx8,0
15488,"Haus #Mainusch auf Gelände der @AStA_Uni_Mainz - hier hausen Gammler, Besetzer, Treffpunkt linksextreme Szene. Seit Jahren sieht Landesregierung @spdrlp kein Problem darin. Zuständiger Minister Wolf will keine linksextremen Aktivitäten erkennen. Warum? https://t.co/ll4BFB3lYb",0
15489,"Das Land der Dichter und Denker, das war einmal....    Vielleicht weniger Gretel und 'Fridays for future' und dafür mehr Mathe und Deutsch? Nur so ne Anregung.    https://t.co/sXxzrewnHE",0
15490,„Mullahs sind eine Gefahr für #Europa und für #Israel Deutsche Aussenpolitik spielt keine Rolle mehr! #HeikoMaas abwählen! https://t.co/KyopkOBjAO,1
15491,Kinder des #Koran! Was für ein Welt- und Menschenbild bringen Kinder aus ihren #Herkunftsländern mit?  https://t.co/9fSTDY3w1q,0
15492,Abschwung hat auch Dynamik!😂 https://t.co/OoiEcivZGe,0
15493,Ist die CO2-Theorie nur geniale Propaganda?  https://t.co/TxOifJnr90    --  Empfohlen von WELT News für Android  https://t.co/MCpS9qa1lS,0
15494,"Sie fordern uns heraus und bedrohen unseren #Rechtsstaat! Wann nehmen wir die #Herausforderung endlich an und begegnen Ihnen mit der Sprache, die sie verstehen? Noch ist es nicht zu spät! #AfDwählen https://t.co/ktwVXT3f7w via @faznet",0
15495,"Die #AfD fordert einen verbindlichen, länderübergreifenden #Mindestpersonalschlüssel, um das #Pflegepersonal endlich zu entlasten. Nicht nur reden sondern handeln!  Ich möchte den „Internationalen Tag der Pflege“ nutzen, um einfach mal Danke zu sagen! #AfDwählen! https://t.co/73qZVEAYDq",0
15496,"Widerlich dieses Geheule vom #Fachkräftemangel! Schmidt sagte einst: 'Es mangelt uns nicht an Menschen im Land', was nach 2015 umso zutreffender sein dürfte. 'Wenn die Wirtschaft #Fachkräfte will, dann soll sie gefälligst welche ausbilden!' #Fachkräfteeinwanderungsgesetz https://t.co/MzDetrTcAg",0
15497,Mein Interview heute im Kölner Stadt-Anzeiger (hgm) https://t.co/nYZ9fuLqm7,0
15498,"Der größte Feind unserer Zivilisation ist der politische #Islam! Wollen wir das erst begreifen, wenn es zu spät ist? Aufwachen! #AfDwählen  https://t.co/d1tXNYPVnp  https://t.co/MCpS9qa1lS",1
15499,"Wahlkampf in #Neuwied - Rede von @Joerg_Meuthen am 10. Mai, neu auf Kanal der @RLP_AfD - teilen!  https://t.co/QC1ndNcOQM",0
15500,"#AfD Magniz berichtet im TV von Morddrohungen. Daraufhin brechen einige Zuschauer in Jubel (!) aus. Ja, wirklich! Ich habe keine Ahnung warum. Wollen sie es runterspielen? Oder freuen sie sich wirklich? Müsste das nicht morgen auf den Titelseiten stehen? https://t.co/tHll7veyPq",0
15501,📊 #AfD steigt im ZDF-#Politbarometer auf 1⃣4⃣ Prozent!    März: 12 %  April; 13 %  Mai: 14 %  26. Mai: ...  #EP2019 #Europawahl2019 #EU-Wahl #EUWahl2019  ℹ️ https://t.co/6Wg3h8zsCc https://t.co/o0NurCS1NS,0
15502,Infostand in #Mayen! Meine tapfere Frau Claudia vertritt mich perfekt im Heimatkreis (Kreistagskandidatin #MYK) https://t.co/Sh5nXKdKX8,0
15503,Immer! https://t.co/6YCIIZv5wD,0
15504,"Die #Islamisierung unserer #Gesellschaft schreitet schier unaufhaltsam voran! Der Gast hat sich dem Gastgeber anzupassen und nicht umgekehrt! Eltern, schützt die #Zukunft Eurer #Kinder!  #AfDwählen https://t.co/Prx9ZdH0EV",0
15505,"Und das 9 jährige geschändete Mädchen aus Dessau? Das Mädchen wurde von einem Nigerianer, einem 'Flüchtling' brutal vergewaltigt! Kein großes Thema für  @tagesschau oder ?     Diese abartige Doppelmoral! #GEZ     Urteil in Indien:  https://t.co/M4lWk8tYY5",0
15506,"Viertklässler wurden im Rahmen des evangelischen Religionsunterrichts an der Grundschule Udestedt durch die Religionslehrerin verpflichtet, an Teilen eines muslimischen Gebets teilzunehmen. Die #AfD-Fraktion wird dies parlamentarisch aufarbeiten.    ➡ https://t.co/Yo6UWgEHks https://t.co/tiHc6wbveb",0
15507,"Mögen wir Deutschen wieder zur #Liebe der eigenen #Nation finden und möge unsere #Heimat gesunden! Bis dahin setzen wir in diesen widrigen Zeiten sturmfeste Zeichen des Widerstands, immer und immer wieder. Für ein patriotisches #Deutschland &amp; ein #Europa der freien Völker! 🇩🇪",0
15508,"Twitter flext rasant Konservative u Regierungskritiker weg. Bitte folgt auch @Louecrit. Sie schreibt weiter, wenn Louisa weg ist! Vielen Dank! #ff",0
15509,"Einreise per Flugzeug: Regierung schweigt weiter zu Flüchtlingszahlen. „Informationen sind besonders schützenswert“. AfD fürchtet, Einwanderung in Sozialsysteme soll verschleiert werden https://t.co/ncya6GHitD",0
15510,"Dieser gefährliche #Salafist bewegt sich seit 14 Jahren frei in 🇩🇪 umher, obwohl er ausreisepflichtig ist. Politiker und Regierungen, die so was zulassen, begehen größtes Unrecht am deutschen Volk! 😡😡😡 https://t.co/AaUO4IhBPP",0
15511,@GtzFrmming 😂😂😂  Da sieht ein jeder sofort daß dies eine reine 'Liebeshochzeit' ist....  🤮🤮🤮 https://t.co/U58JtQgDqm,1
15512,@GtzFrmming Und sie hat auch schon das Kopftuch an. Warum ist er nicht konvertiert?,0
15513,"@lawyerberlin es gehört zu Schlesien, wie Pommern Ostpreußen, geraubt durch Verbrecherräre und geschändet jeder deutsche Stand aber ewig gehörend zum deutschen Vaterland!",0
15514,"@GtzFrmming Heiratsstau,erstaunlich,das es so etwas auch gibt!Die lange Warteschlange,vermutet man eher vor einer Kanzlei eines guten Scheidungsanwaltes!🤔🤣",0
15515,Heiratsstau in Pankow. Doch dank B.Z. können Christiane und Mohammed heiraten.  https://t.co/wcj7qSFA5H,0
15516,"#Unwetterwarnung des @DWD_presse für #Hamburg  vor schweren #Gewitter mit Starkregen, Starkwind und Hagel bis ca. 17:00 Uhr https://t.co/Lub5cX3nrY",0
15517,"+++ Werbung von #Fertigsuppen - Ein Fall für das #Sozialministerium? +++      Dazu erklärt der sozialpolitische Sprecher der #AfD-Fraktion, @MdLFernandes: https://t.co/4mVDY9xJTP #ltmv #mv https://t.co/xQ1AZDRbHU",0
15518,Die #HHBombe in #Wilhelmsburg ist erfolgreich entschärft. Herzlichen Dank an unseren #Kampfmittelräumdienst   #EinsatzfuerHamburg https://t.co/cbStkhIkGC,0
15519,"Sollte Herr #Seehofer und das @BMI_Bund glauben, ich ließe mich von ihrer Verschlusssachen-Taktik einlullen, haben sie sich geschnitten. Ich werde weiter an dem Thema dranbleiben, bis die Bürger endlich alle Fakten offen auf dem Tisch liegen haben. #AfD    https://t.co/rR3xedlzL6",0
15520,#Zeugenaufruf nach Raub in #Horn (Washingtonallee) am 31.05.2019 um 14:00 Uhr.    Nach bisherigem Stand der Ermittlungen wurde ein 61-Jähriger in den Rücken getreten und anschließend seiner Geldbörse beraubt.    Hinweise bitte an  ☎ 040 4286 56789    https://t.co/D29c9T45WB https://t.co/3F5zH71n6j,0
15521,"@Jedi_Knight_Jo Genosse, am derzeitigen Zustand der West-SPD ist zurzeizt nichts Heroisches zu entdecken - es wird Zeit, dass die wieder für den Arbeiter kämpfen und nicht für den eigenen Geldbeutel!",0
15522,"@DerWahreErich Vorwärts immer, rückwärts nimmer! ✊🏻",0
15523,"@DerWahreErich Genosse Staatsratsvorsitzender. Ich möchte die Hoffnung zum Ausdruck bringen, dass Sie die friedliebende Arbeiterklasse unseres Landes mit ihrer Weisheit und Erfahrung in neue Glanzzeiten führen werden.",0
15524,"@purojunkie Sozialistischen Dank für Ihr Vertrauen, Genosse - die arbeitende Klasse im Westen ist gegenwärtig eher die angeschmierte Klasse, nicht wahr?",0
15525,"Genossen, ein Zusammenschluss der #SPD mit #DieLinke ist denkbar - und unsere #SED sollte nach Ansicht von #Lafontaine und mir diese Koalition führen! https://t.co/BnmlQ631SL",0
15526,"Den #Grünen ist Umweltschutz völlig egal, wenn die Zerstörung der Umwelt weit genug weg ist!    #Elektroauto  #Elektromobilitaet  #Lithiumabbau https://t.co/NODbIjSEAe",0
15527,"Auszug:' Sein Sohn stehe an erster Stelle und die 60 Millionen Italiener betrachte er als „seine Kinder“, egal was Brüssel davon halte, so Salvini auf einer Veranstaltung..'  Derweil werden wir von kinderlosen Politikern verraten.    https://t.co/WUSP8wuNXm via @jouwatch",0
15528,"@hannovergenuss Ehrlich: 0,00%.    Weil dieses Ziel sinnlos ist und ich für überflüssige Ziele nichts übrig habe.",0
15529,"@hannovergenuss @Dreilaender Sollen die #Grünen doch zahlen! Wer einen solchen Umbruch will ,muss dafür Vorreiter sein! Vielleicht gibt's ja dann irgendwann die Einsicht!",0
15530,"Mal ehrlich!    Auf wieviel Wohlstand würden sie verzichten, um das 1,5 Grad Ziel zum Klimaschutz zu erreichen?    Bitte Retweeten!",0
15531,"Gott oh Gott, @dieGrünen haben wieder zugelegt u ich stehe vor einem Rätsel: Die #Grünen behandeln uns normale deutsche #Steuerzahler, die gern mal abends ihr Steak auf dem Grill hin-&amp;herwenden, wie puren Dreck, wie Abschaum. Sie verachten uns. Grün wählen ist Selbstverletzung!",0
15532,Soll das witzig sein? https://t.co/M7zITQRfrb,0
15533,"@dushanwegner Das ist der Kaninchenbau-Effekt, vor dem jetzt immer gewarnt wird. Einmal eine unseriöse Seite angeklickt, wird man immer tiefer in den Sumpf von Desinformation und Propaganda gezogen. Gegenwehr praktisch unmöglich. ;-)",0
15534,Wahnsinn bahnt sich seinen Weg !  Dr. Gottfried Curio: Schädigung Deutschlands als Kanzler-Richtlinie? https://t.co/wB7QBqN0pF via @jouwatch,0
15535,Das können die immer am besten die #Grünen. Immer auf andere zeigen und Hetzen. Aber selbst sind das die schlimmsten!     Jan Pütz. Echte Umwelt Freunde meiden das reine Elektroauto. Asche auf das Haupt der Grünen.  #Europa #AfD #Deutschland #Sicherheit  #MerkelLand #Merkel https://t.co/SslToZkdhy,0
15536,"Die deutsche Linke und ihr #Rechtspopulismus-Komplex. Das Seltsame an dem Plakat ist: Die Einzigen, die immer herumbrüllen und hochagressiv sind, sind linke Gegendemonstranten oder die vereinigten #Altparteien / SED in den Parlamenten gegen die #AfD. Hab ich Recht? https://t.co/CprubiGfmV",0
15537,"Bundesregierungen lassen Clans seit 15 Jahren unbehelligt…. warum nur, warum…..?! https://t.co/sCphKGQOzh https://t.co/WvfhvRGIwf",0
15538,+++ MORGEN... +++  ... bin dabei: Als Gast!😎😉  #Nohra #Weimar #Afd #Brandnerunterwegs https://t.co/vDC9Vg3G9v,0
15539,"@Graubaer1953 @Proteus93484191 Verkehrte Welt! Grillen ist hier in Deutschland ein nationelles Gut. Unter Toleranz verstehe ich, daß was wir bei anderen alles akzeptieren (muessen), sei es das ausleben einer Religion, aber anderseits erwarte ich auch Toleranz der jenigen die das immer von uns einfordern.",0
15540,"Mir wird schon beim Lesen schlecht! Wann werde ich meinen Kindern sagen können, dass sie in einem sicheren Land leben? Justiz lässt islamistischen Hochgefährder immer wieder frei! Waffenbesitz, Einbruch, geduldeter Asylant. Alles egal! #failedstate #AfD  https://t.co/MjgxFeMEQx",0
15541,Eine komplett ideologisierte Kampagne gerät zunehmend aus dem Ruder.  #Klimanotstand #FridayForFuture #GretaThunberg  https://t.co/268Hx0b6EK,0
15542,"Wunderbar! #AfD stärkste Kraft in #Brandenburg. Im Rest der Republik werden wir das auch noch hinbekommen. Die AfD ist die einzige, wirklich gesamtdeutsche Partei, die nach 1990 entstanden ist. Ihr gehört die Zukunft. https://t.co/o0abIAuu40",0
15543,Werden nach Ausrufung des #Klimanotstands dann die Grundrechte sofort außer Kraft gesetzt? #Verbotspartei #Ökodiktatur   Demonstranten fordern Ausrufung von deutschlandweitem Klimanotstand https://t.co/TFaCzPPNMS via @junge_freiheit,0
15544,AKTUELL - In #Hamburg #Wilhelmsburg Reiherstieg Hauptdeich wurde eine 500 Pfund engl. Fliegerbombe gefunden. Der #Kampfmittelräumdienst der @FeuerwehrHH ist vor Ort. Der Sperrradius sowie der Warnradius werden nachgereicht sobald sie festgelegt sind. #HHBombe #EinsatzfuerHamburg,0
15545,"'Es geht nicht darum, Eltern, die sich auf etwas anderes verständigen wollen, zum #Wechselmodell zu zwingen. Leitbild bedeutet lediglich, dass man im Streitfall zunächst davon ausgeht, dass eine gemeinsame Betreuung das Beste für das Kind ist.'  https://t.co/xHX97v2vec",0
15546,"Also ich war heute brav arbeiten. 🙄 Hab zwar #CO2 produziert, dafür aber auch was für's Finanzamt getan.    #Klimahysterie  #Klimanotstand  #Klimawandel   #FridaysForFuture https://t.co/KZ8GVbH75Q",0
15547,"https://t.co/DM5s1yMM9e  Es wird immer enger. Irgendwann müssten mal bald ein paar Dinge grundsätzlich geklärt werden. Für mich idtcdiese Aktion zu mindestens Nötigung. Die ganzen Blockierer festnehmen, Arbeitgeber und Adresse feststellen. Und nachfolgend Schadensersatz",0
15548,"'In was für einem Land leben wir eigentlich, in dem nur noch 'Rechte' sich aufregen, daß Migranten über kleine Mädchen herfallen + sie sexuell missbrauchen? Was sagt das eigentlich über die 'Linken' aus, wenn diese solche Greueltaten scheinbar hinnehmen?'    https://t.co/2GmOJUUVlR",0
15549,#Zeugenaufruf​e vom #Wochenende  👁️Gefährliche #Körperverletzung auf #StPauli (Neuer Pferdemarkt) 9. Juni | 03:50 Uhr  👁️Überfall auf Lokal auf St. Pauli (Lagerstraße) 9. Juni | 02:50 Uhr  👁️Straßen-#Raub in #Wilhelmsburg (Neuenfelder Straße) 8. Juni | 22 Uhr  https://t.co/mYJywNL1Ek https://t.co/DylW1r1FXa,0
15550,Bei näherer Betrachtung ist der #Islam eher der komplette Gegenentwurf zum Christentum https://t.co/wPY7Ks7qzj,0
15551,"Mitten in einem öffentlichen Park in München am 1. Juni. Hunderte #Moslems beten mit Lautsprecher, es wird '#Allah ist größer' skandiert. Aber bitte beachten: Es gibt keine #Islamisierung.. skandierthttps://www.youtube.com/watch?v=voAaa9OBf9w https://t.co/bLQpsU9cH1",0
15552,"@MichaelStuerzi Wartet´s mal ab, das wird noch viel schlimmer! Die benehmen sich jetzt schon so, als würde alles ihnen gehören und verachten alle Deutschen, die für ihr Land gearbeitet haben. Schuld daran sind die Links-Grünen-Wähler.",0
15553,"@derorient Nun warten Sie doch einfach ab. Es wird sich ändern, wenn mehr Leute den wahren Hintergrund dieser Versammlungen erkennen und dann auch die Behörden reagieren. Und jetzt dürfen Sie noch das letzte Wort haben, das scheint Ihnen wichtig. ;)",0
15554,@derorient @MichaelStuerzi Das wird sich schon noch regeln. ;),0
15555,@derorient @MichaelStuerzi Hat in der Öffentlichkeit nichts verloren. Darf jeder gerne in seinem Wohnzimmer rumbrüllen. Religion ist Privatsache.,0
15556,Öffentliches 'Beten' von Moslems mit 'Allahu-Akbar'-Rufen zum Fastenbrechen am 26. Mai in der Münchner Fußgängerzone: https://t.co/DehHPkkrS0,0
15557,"Der Weg in den eigenen Untergang ist für die #SPD von einer Zerreißprobe begleitet: Die einen wollen #Sarrazin als Parteichef, andere die Fusion mit den Sozialisten der #Linken.... https://t.co/1BRFU0s8YX",0
15558,@MichaelStuerzi Sehenswert!! In jedem Fall anschauen!,0
15559,"Mit dem heute vorgestellten Positionspapier zur evangelischen Kirche positionierten sich fünf #AfD-Fraktionsvorsitzende deutlich gegen den politischen Missbrauch von Religion und Glaube. Worum es dabei geht, sehen Sie in diesem Video. https://t.co/pLugm5uc1e",0
15560,Hier hagelt es gerade. Habe der Kröte mal die Gartenbank als Schutz angeboten. Sie nimmt es an 😍 https://t.co/h45wvbcbf5,0
15561,@MalteKaufmann @SebastianWippel Ja unsere Promis...leben in ihrer Blase ...meist im abgeschotteten Villenfirtel und kennen nicht die Sorgen des kl. Mannes...aber wissen was gut für  ihn ist.,0
15562,"Mann, Mann, Mann. Gut, dass in 🇩🇪 nicht irgendwelche externen Promis wie #MüllerWesternhagen den OB wählen,sondern die Bürger vor Ort. Wünsche @SebastianWippel viel Erfolg am Sonntag! #Görlitz #AfD  https://t.co/eIH9PGw0Aa",0
15563,"😡🧔🏽Zornige #Flüchtlinge wurden von der libyschen 🚢 Küstenwache nicht nach Europa, sondern nach Tunesien verfrachtet:   🗣'Wir brauchen kein Essen. Wir brauchen keine Medizin. Wir wollen nach #Europa', skandieren die schwer traumatisierten Fachkräfte.   #Tribunale https://t.co/uJaLDf46wH",0
15564,ROT-ROT-GRÜN! Klingbeil lässt die Katze aus dem Sag.   Das Ziel von Merkel und ihrer rotgrüne Bande ist fast erreicht. Ich gratuliere Erich Honecker posthum.  Die CDU und SPD sind am Ende und seine Genossen an der Macht. 🤮  https://t.co/N8NgWouZKQ,1
15565,@welt Über 31.000 Wissenschaftler unterzeichnen Petition: Hypothese der vom Menschen verursachten globalen Erwärmung ist falsch    https://t.co/AVmWrqr3C6,0
15566,"Gerecht?    #Maaßen der #Merkel wegen #Chemnitz widerspricht wird Entlassen. Eine #Merkel die viel Unheil nach #Europa und #Deutschland  brachte, ohne Überprüfung Leute ins Land lasste. Wie Terroristen und IS Kämpfer darf weiter im Amt bleiben! Gericht?Nein!  #AfD #CDU #Asylpolitik https://t.co/8YNeB1ojhT",0
15567,"Zwischen #Greta-Kult &amp;   #AfD-Bashing:    Journalisten feiern in Kölner Nobelgegend derart exzessiv, dass die  Polizei 👮‍♂️ anrücken musste.  Die Reporter legten aggressives und überhebliches Verhalten an den Tag.     Die selbsternannte „4. Gewalt“ im Machtrausch.  https://t.co/FxsUaAuPXR",0
15568,Linksradikale „Bomber-Harris“-Jublerin Anne Helm sitzt nun im Verfassungsschutzausschuss https://t.co/g4Z9vdoea4 via @jouwatch,0
15569,Ein 9 Jahre altes Mädchen soll sexuell missbraucht worden sein. Der mutmaßliche Täter stammt aus dem Niger und sitzt in Haft. Und was fällt NTV dazu ein? 'Rechte demonstrieren nach Sexualdelikt'. Leute Leute Leute🤪    #AfD wählen!    https://t.co/5YjWg0us8H,0
15570,#Swisttal: Pakistani Asif G. lässt sich mit fingierten Rechnungen vom Finanzamt Vorsteuer in Höhe von 13 Millionen Euro erstatten - er saß bereits in den USA und GB wegen Betrugs ein und soll Verbindungen zu einer Terrororganisation gehabt haben  https://t.co/4ckt94uJOn,0
15571,Komisch 🤔 wann endlich werden die #Fridays4Future Kinder auf ihrer Smartphones verzichten?    Die #Ökobilanz des Internets.    Mit 20 Google-Suchanfragen brennt eine Energiesparlampe 1 Stunde lang.    Ich fordere ein #InternetVerbot für hüpfende #DummMenschen!    https://t.co/a3thKb6OXA,1
15572,'#ZDF vergleicht christliches Pfingstfest mit einem 'Drogentrip': Welchen Vergleich wird man dort zum Ramadan wagen?'  https://t.co/gkpNaLP8mP,0
15573,"Leider ist Ihr guter Beitrag in der WAMS hier nicht verfügbar. Würde jedem endlich die Augen aufgehen lassen, der noch halbwegs objektiv Fakten wahrnimmt. https://t.co/LN9tEl2Mph",0
15574,Sexueller Übergriff auf ein Kind: Hubschrauber über Roßlau: Polizei nimmt Mann fest https://t.co/6TSlmjOAHt,0
15575,"#Regenstauf: Gebrochen Deutsch sprechender Besucher des Regentalfestes reibt sein entblößtes, erigiertes Glied an einer Frau, versucht sie zu küssen - als ihre Begleiterin dazwischen geht, beschimpft sie der Mann als Schlampe und übergießt sie mit Bier  https://t.co/08oZOswV1T",0
15576,#Asylbewerber-Zahlen in #EU steigen wieder deutlich. Ist schon lange bekannt. Wurde aber bei den Wahlen heruntergespielt. Stattdessen ständig das Gegenteil behauptet.  ☝️So was nennt man Wählertäuschung.   https://t.co/hjj37msSKE,0
15577,"Das bekommt ihr, wenn ihr in Sachsen die CDU wählt. https://t.co/yhn17WlOG0",0
15578,"@BarkicBranco @ichbinkoelnerin 'Obwohl die Täter minderjährig sind, wurden sie am 4. Juni als Erwachsene angeklagt.'  Bei uns läuft das genau andersrum.",0
15579,"Berlin: Mann mit Messer verletzt, weil er Drogen ablehnte? https://t.co/uab6XfwW6u",0
15580,"@AndreaSchlegel3 Was mir unbegreiflich ist, daß niemand auf die Schreie der alten Frau reagiert hat, obwohl sie angeblich die gute Seele des Hauses war.",0
15581,Die Zahl der in die EU eingereisten Asylbewerber ist im Vergleich zum Vorjahr gestiegen. Zischen Januar und Ende April dieses Jahres stellten 206.500 Personen einen Erstantrag. 2018 waren es im selben Zeitraum 179.000 Anträge  https://t.co/ChKPEPCgn9,0
15582,"'Die Polizei hat die 2 Söhne des Opfers ins Kreuzverhör genommen+ergreift bereits im Vorfeld mutmaßlich Partei für den Schläger.Sie fragen die Söhne,ob ihr Vater 'fremdenfeindlich ist',verdächtigen den zum Krüppel geprügelten kranken Greis der Mitschuld.'    https://t.co/pS5sTTlgSz",0
15583,"Wieso die #Grünen besonders bei linksextremen Verlierern und anderen Randgruppen so beliebt ist, dürfte klar sein. https://t.co/Zvr5rNYi1S",0
15584,"Der Mann, der wegen Auschwitz in die Politik gegangen ist, trifft den Mann, der die Endlösung der Judenfrage vollenden will.  #Maas und #Rohani besprechen wohl die „Deutsche Staatsräson“... https://t.co/UF8qAItKJG",1
15585,"Bis zum heutigen Tage hat man darüber nichts gehört, gesehen oder gelesen. Und wenn, war es höchst wahrscheinlich im Kleinstgedruckten gut versteckt. https://t.co/RWrBGx5mpM",0
15586,"Rund 14.000 Straftaten werden #Clan-Mitgliedern in NRW von 2016-2018 zugeordnet, 36% der Tatverdächtigen haben einen deutschen Pass - tauchen also nur als Deutsche in der PKS auf - Syrer sind bereits mit Anteil von 13% bei Clan-Tatverdächtigen vertreten  https://t.co/MHITzpE539",0
15587,In Deutschland sind Autokennzeichen mit der Kombi 》AH《 verboten.   Das kann ich aber gut verstehen! Wer will schon die Initialien von Anton Hofreiter mit sich schleppen.,0
15588,Frau schubst Sechsjährigen vom Fahrrad und klaut es https://t.co/mb5PScyRfl,0
15589,Migrantengewalt :  Zeugen gesucht...   Frau begrapscht und mit Bier übergossen https://t.co/2GylaUsh1h via @mz_de,0
15590,Was der @spdde ihr @Ralf_Stegner ist der @CDU ihr @ArminLaschet! Beide für den weiteren politischen Untergang ihrer Parteien unerlässlich.    @AfD @AfDimBundestag     https://t.co/eaTxHPPW75,0
15591,Wieder mehr Asylbewerber in der EU https://t.co/nZZcZLOgUR #EU #Asylbewerber,0
15592,"Im besten D aller Zeiten: Schläge, Spucken, Regeln brechen - #Hannover setzt Sicherheitsdienste in Freibädern ein. Schon Kinder ab zehn Jahren fallen mit respektlosem Verhalten auf. Für Angestellte gibt es nun Schulungen - etwa Kurse im Umgang mit Gästen mit Migrationshintergrund https://t.co/EivwIv57Ar",0
15593,"Wer der alten Generation vorwirft der Jugend die Zukunft zu zerstören sollte mal einen genaueren Blick in die Vergangenheit werfen, tief in sich gehen und  sich davon mal drei Scheiben abschneiden! https://t.co/wADelY0j3W",0
15594,16-Jähriger entführt sein Date (15) und vergewaltigt sie gemeinsam mit seinen Freunden https://t.co/w14QMV79zC,0
15595,"Tja, wer da wohl seit ein paar Jahren immer nüchtern mit dem Auto und mit hoher Geschwindigkeit auf Promenaden, Gehwegen und Radwegen unterwegs ist?  #AfD    https://t.co/oqo9EfobYB",0
15596,➡️Mann sticht auf Obdachlosen ein und flüchtet  - Schnitt im Gesicht und Bauch (Not-OP)   - #Berlin-Mitte     ➡️Ohne Täterbeschreibung🤨    #Falkensee #Potsdam #Ketzin #Oranienburg #Beelitz #Mittenwalde #Eberswalde #CDU #AfD #SPD #Merkel    https://t.co/S4o7lmAkX0,0
15597,"Wie ein Migrant #Halle an einem Tag #Bereichert  - Versucht Marmelade zu klauen  - attackiert 71 Jährige  - Schlägt Helfer, klaut Sonnenbrille  - Belästigt Frau sexuell  - Klaut Handy  - Klaut Lebensmittel  - Klaut Elektronik  JETZT erst prüft man einen Haftantrag https://t.co/q8bfLCfyCG",0
15598,"#Deutschland wird ein Land der Fußgänger und rettet das #Weltklima.    Wer keine Arbeit mehr hat, muss ja auch das Haus seltener verlassen.  Ist also ein vernünftiger und durchdachter Plan.    Und wer was dagegen sagt ist ein #Nazischein!     https://t.co/w6ROsvZZqv",0
15599,"Was sagt der Zentralrat der Muslime hierzu , so wie zu unzähligen ähnlichr Vorfälle ? ? ? 🤔    Sechs junge Südländer prügeln 51-jährigen Deutschen ins Gleisbett  https://t.co/bq2cq5uGQP via @staatsversagen",0
